review_id,date,rating,review_text,platform,app_version,country,city,device,user_segment,subscription_tier,customer_tenure_months,acquisition_channel,language,support_ticket_created,verified_user
REV-009882,2025-08-19,3,"OTP nahi aa raha, cannot log in. The rest of the app is useful. Also, the refund arrived much faster than expected. Hope the next update resolves it.",Web,3.0.1,India,Bhopal,Safari on macOS,Power User,Free,23.0,Partnership,Hinglish,False,True
REV-009883,2026-02-27,1,the update installation keeps failing,Web,3.2.2,United States,New York,Chrome on macOS,Power User,Free,16.0,Organic,English,False,True
REV-009884,2025-11-22,3,document upload has a UI bug,Web,3.2.0,India,Kolkata,Chrome on Windows,New User,Premium,1.0,Paid Search,English,False,True
REV-009885,2025-09-29,1,"For the last few days, transaction status not updating. Hope the next update resolves it.",iOS,3.1.0,India,Delhi,iPhone 13,New User,Free,0.0,Social,English,True,False
REV-009886,2026-05-04,5,"I noticed that great app and the interface is clean. This happened while paying a bill. Also, there are too many promotional alerts. This should be clearer.",iOS,3.4.0,India,Hyderabad,iPhone 15 Pro,Small Business,Business,14.0,Organic,English,False,True
REV-009887,2026-03-19,1,"After the latest update, my card freeze button not working. Need a reliable solution.",iOS,3.3.0,India,Jaipur,iPhone 14,Returning User,Free,8.0,Paid Search,English,False,True
REV-009888,2026-03-29,3,checkout failed during bill payment,iOS,3.3.0,India,Bengaluru,iPhone 14,Returning User,Premium,5.0,Organic,English,False,True
REV-009889,2025-07-17,3,the recipient was not credited. This should be clearer.,iOS,3.0.0,India,Chennai,iPhone 13,New User,Free,1.0,Organic,English,True,True
REV-009890,2026-05-21,1,"Honestly, Can you add a one-tap reorder option for bill payments. This happened while paying a bill. Also, the latest version feels smooth and easy to use. Need a reliable solution.",iOS,3.4.0,India,Delhi,iPhone 15 Pro,Returning User,Free,21.0,Referral,English,True,True
REV-009891,2026-02-02,3,"On my account, Need an option to add card freeze controls.",Android,3.2.2,India,Mumbai,Xiaomi Redmi Note 13,New User,Premium,1.0,Paid Search,English,False,False
REV-009892,2026-01-05,4,"After the latest update, there is an unexpected charge on my statement. Kindly check asap.",iOS,3.2.1,Australia,Melbourne,iPhone 13,Returning User,Free,23.0,Organic,English,False,True
REV-009893,2025-07-05,3,I noticed that document upload has a UI bug. This should be clearer.,Android,3.0.0,India,Mumbai,OnePlus 12,Returning User,Premium,22.0,Referral,English,False,True
REV-009894,2026-05-14,4,"  After  the  latest update, Feature request: please add multi-currency wallet support.  ",Android,3.4.0,United Arab Emirates,Dubai,OnePlus Nord,Returning User,Business,14.0,Organic,Informal English,False,True
REV-009895,2026-01-21,3,I noticed that payment failed but money deducted.,Android,3.2.2,India,Bengaluru,Nothing Phone 2,Student,Free,6.0,Campus Campaign,English,False,
REV-009896,2026-04-21,4,Need an option to add PDF statements.,iOS,3.3.1,India,Bhopal,iPhone SE,Power User,Premium,41.0,Organic,English,False,False
REV-009897,2026-03-01,5,"Since yesterday, the app crash opens transaction history. Please fix this.",iOS,3.3.0,India,Delhi,iPhone 13,Power User,Business,19.0,Organic,English,False,
REV-009898,2026-04-08,1,"  Since  yesterday,  the screen goes blank after the latest update.  ",iOS,3.3.1,India,Chennai,iPhone 15 Pro,Small Business,Business,43.0,Business Sales,Informal English,False,True
REV-009899,2026-03-08,1,"Honestly, I was charged twice for one payment. Kindly check asap.",iOS,3.3.0,United Arab Emirates,Dubai,iPhone 13,Student,Premium,15.0,Referral,English,False,True
REV-009900,2026-05-24,5,"For the last few days, payments are fast and reliable now. Kindly check asap.",Android,3.4.0,India,Chennai,Xiaomi Redmi Note 13,Returning User,Free,11.0,Organic,English,False,True
REV-009901,2025-09-29,5,"payments are fast and reliable now. Also, transaction alerts are missing. Please fix this.",Android,3.1.0,United States,New York,OnePlus Nord,New User,Free,2.0,Referral,English,False,True
REV-009902,2025-09-19,2,subscription pricing is unclear,Android,3.1.0,India,Kolkata,Motorola Edge,New User,Premium,0.0,Paid Search,English,False,True
REV-009903,2026-03-11,4,"Since yesterday, the app crash opens transaction history.",Android,3.3.0,United Kingdom,London,Motorola Edge,Returning User,Free,24.0,Organic,English,False,True
REV-009904,2026-01-04,2,"AFTER THE LATEST UPDATE, NEED AN OPTION TO ADD TEAM ACCESS AND PERMISSIONS.",Android,3.2.1,India,Ahmedabad,OnePlus 12,Power User,Premium,44.0,Referral,English,False,True
REV-009905,2026-02-11,4,"Since yesterday, Feature request: please add multi-currency wallet support. Please fix this.",Android,3.2.2,United Kingdom,London,Motorola Edge,Power User,Premium,30.0,Referral,English,True,True
REV-009906,2026-03-11,2,"Honestly, I was charged twice for one payment.",Web,3.3.0,India,Ahmedabad,Firefox on Linux,Returning User,Business,12.0,Social,English,True,True
REV-009907,2026-01-22,2,subscription pricing changed unexpectedly,Android,3.2.2,India,Ahmedabad,Samsung Galaxy S23,Returning User,Free,9.0,Referral,English,False,True
REV-009908,2026-04-04,4,there is lag during payment. This should be clearer.,Android,3.3.1,Singapore,Singapore,Xiaomi Redmi Note 13,Power User,Premium,17.0,Partnership,English,False,True
REV-009909,2025-11-12,3,"On my account, OTP not received so I cannot log in. Kindly check asap.",Android,3.2.0,India,Bhopal,OnePlus 12,Student,Free,9.0,Campus Campaign,English,False,True
REV-009910,2026-05-02,1,support was unhelpful and sent a generic reply. Hope the next update resolves it.,iOS,3.4.0,India,Bhopal,iPhone 13,Power User,Premium,38.0,Organic,English,True,True
REV-009911,2025-08-13,4,"  On  my  account, It would be better if you added scheduled delivery for recurring payments.  ",iOS,3.0.1,United Kingdom,Manchester,iPhone SE,Power User,Free,28.0,Referral,Informal English,False,True
REV-009912,2026-02-24,1,"Honestly, device verification keeps repeating. This should be clearer.",Web,3.2.2,United States,San Francisco,Edge on Windows,New User,Free,2.0,Organic,English,True,True
REV-009913,2026-05-12,4,"For the last few days, excellent service and reliable transfers. Also, there are too many promotional alerts. This should be clearer.",iOS,3.4.0,United Arab Emirates,Dubai,iPhone 15 Pro,New User,Business,0.0,Referral,English,False,True
REV-009914,2025-10-11,1,"Honestly, approval is delayed and I cannot log in. This should be clearer.",iOS,3.1.1,India,Bengaluru,iPhone 15 Pro,New User,Free,1.0,Organic,English,False,True
REV-009915,2025-11-15,5,"HONESTLY, PAYMENTS ARE FAST AND RELIABLE NOW. PLEASE FIX THIS.",Web,3.2.0,United Arab Emirates,Dubai,Chrome on macOS,Returning User,Premium,23.0,Organic,Informal English,True,True
REV-009916,2025-11-05,4,"After the latest update, Wish there was CSV export for transactions. Hope the next update resolves it.",Android,3.2.0,India,Chennai,OnePlus Nord,Power User,Free,37.0,Organic,English,False,True
REV-009917,2026-01-29,1,"After the latest update, the update installation keeps failing. Hope the next update resolves it.",iOS,3.2.2,India,Chennai,iPhone 14,Small Business,Business,14.0,Organic,English,True,True
REV-009918,2025-12-10,4,"Honestly, there is lag during payment. This should be clearer.",Android,3.2.1,India,Pune,OnePlus 12,Small Business,Business,26.0,Partnership,English,False,False
REV-009919,2025-08-13,4,"After the latest update, onboarding was simple. Kindly check asap.",Android,3.0.1,United States,San Francisco,Samsung Galaxy S23,Returning User,Premium,7.0,Organic,English,True,True
REV-009920,2026-05-12,2,Need an option to add home-screen widgets,Android,3.4.0,India,Bhopal,Samsung Galaxy A54,Returning User,Premium,6.0,Referral,Hinglish,False,True
REV-009921,2025-09-20,4,I noticed that the latest version feels smooth and easy to use. Please fix this.,Android,3.1.0,United Kingdom,Manchester,OnePlus 12,Returning User,Free,16.0,Social,English,False,True
REV-009922,2026-01-17,1,"On my account, a cancellation fee appeared without warning. Need a reliable solution.",iOS,3.2.2,India,Ahmedabad,iPhone 15,New User,Free,0.0,Organic,English,True,False
REV-009923,2026-02-10,2,"On my account, refund not received after ten days. Kindly check asap.",Android,3.2.2,India,Chennai,OnePlus Nord,Returning User,Premium,6.0,Organic,English,True,True
REV-009924,2025-07-17,4,I noticed that I need help because this looks like a scam.,iOS,3.0.0,India,Mumbai,iPhone SE,Student,Premium,8.0,Referral,English,True,False
REV-009925,2025-08-08,2,merchant payment took hours to confirm,iOS,3.0.1,United States,San Francisco,iPhone 13,Returning User,Free,18.0,Paid Search,English,True,True
REV-009926,2026-06-18,4,"Since yesterday, Add support for a budgeting dashboard with spending categories. Need a reliable solution.",Android,3.4.0,United States,San Francisco,Google Pixel 8,Power User,Free,48.0,Referral,Hinglish,False,True
REV-009927,2026-03-03,1,"On my account, the refund delayed again. Hope the next update resolves it.",iOS,3.3.0,India,Ahmedabad,iPhone 15,Returning User,Premium,14.0,Organic,English,False,True
REV-009928,2025-07-15,1,"Since yesterday, the refund is still pending. This should be clearer.",Android,3.0.0,United States,San Francisco,Samsung Galaxy S23,Returning User,Free,12.0,Organic,English,True,True
REV-009929,2026-04-07,3,"I NOTICED THAT A CANCELLATION FEE APPEARED WITHOUT WARNING. THE REST OF THE APP IS USEFUL. ALSO, GREAT APP AND THE INTERFACE IS CLEAN. PLEASE FIX THIS.",Android,3.3.1,India,Kolkata,Google Pixel 8,Returning User,Free,8.0,Social,Informal English,False,True
REV-009930,2026-01-07,5,no relevant results appear in transaction history,Android,3.2.1,Australia,Sydney,OnePlus Nord,Returning User,Free,9.0,Organic,English,True,True
REV-009931,2025-07-31,3,"On my account, a cancellation fee appeared without warning. Kindly check asap.",Android,3.0.0,Singapore,Singapore,OnePlus Nord,New User,Free,0.0,Referral,English,False,True
REV-009932,2026-03-06,1,the transfer is still payment pending.,Web,3.3.0,India,Kolkata,Chrome on macOS,New User,Free,2.0,Social,Informal English,True,True
REV-009933,2026-01-03,3,"Honestly, Feature request: please add CSV export for transactions.",iOS,3.2.1,India,Bhopal,iPhone 14,New User,Free,2.0,Social,English,False,True
REV-009934,2025-09-20,1,"honestly, points missing after a bill payment. please fix this.",Android,3.1.0,India,Hyderabad,Nothing Phone 2,New User,Free,2.0,Paid Search,Informal English,False,True
REV-009935,2026-05-08,2,"After the latest update, selfie verification is not working. I tried twice on Wi-Fi and mobile data. Also, support fixed my issue quickly. Hope the next update resolves it.",iOS,3.4.0,India,Ahmedabad,iPhone 15,New User,Free,2.0,Organic,English,False,True
REV-009936,2025-10-29,4,the latest version feels smooth and easy to use. This should be clearer. 🙏,iOS,3.1.1,United Arab Emirates,Abu Dhabi,iPhone 15,Small Business,Premium,10.0,Business Sales,English,False,True
REV-009937,2025-10-26,5,"On my account, Wish there was home-screen widgets. Please fix this.",Android,3.1.1,India,Pune,Xiaomi Redmi Note 13,Returning User,Free,9.0,Social,English,False,False
REV-009938,2025-10-20,2,there is an unexpected charge on my statement.,iOS,3.1.1,United Kingdom,Manchester,iPhone 15,Small Business,Business,16.0,Partnership,English,False,True
REV-009939,2026-03-26,1,"For the last few days, card issue controls are not working. This should be clearer.",iOS,3.3.0,India,Jaipur,iPhone 15,Student,Free,9.0,Referral,English,True,True
REV-009940,2026-03-10,1,"Since yesterday, KYC status not updating.",iOS,3.3.0,India,Delhi,iPhone 14,New User,Free,3.0,Social,English,True,False
REV-009941,2026-05-16,4,the refund delayed again,Android,3.4.0,India,Jaipur,Samsung Galaxy S23,New User,Premium,3.0,Paid Search,English,False,True
REV-009942,2025-09-30,1,I noticed that I was charged twice for one payment. Hope the next update resolves it.,iOS,3.1.0,India,Mumbai,iPhone 13,Returning User,Premium,16.0,Organic,English,True,True
REV-009943,2026-04-03,4,It would be better if you added CSV export for transactions,Web,3.3.1,India,Kolkata,Safari on macOS,Power User,Premium,42.0,Referral,English,False,
REV-009944,2026-02-01,5,"Honestly, Would be useful if you added CSV export for transactions. This should be clearer.",Android,3.2.2,India,Chennai,OnePlus Nord,New User,Free,3.0,Social,English,False,True
REV-009945,2025-11-07,2,  Wish  there  was card freeze controls  ,Android,3.2.0,India,Kolkata,OnePlus Nord,New User,Premium,2.0,Paid Search,English,True,True
REV-009946,2025-07-15,1,loyalty points are not showing,iOS,3.0.0,United Kingdom,Manchester,iPhone 13,New User,Premium,2.0,Referral,English,True,True
REV-009947,2026-04-18,2,"I noticed that the transfer fee is too high. This happened while paying a bill. Also, payments are fast and reliable now. Hope the next update resolves it.",iOS,3.3.1,Australia,Sydney,iPhone 15,Returning User,Premium,14.0,Paid Search,English,False,True
REV-009948,2025-10-06,4,"After the latest update, Wish there was recurring transfers. Kindly check asap.",iOS,3.1.1,India,Hyderabad,iPhone 15,Returning User,Free,17.0,Organic,English,True,True
REV-009949,2026-02-23,5,"After the latest update, transaction alerts are useful. Please fix this.",Android,3.2.2,India,Delhi,Motorola Edge,Returning User,Free,20.0,Organic,English,False,False
REV-009950,2026-01-22,3,checkout failed during bill payment,Web,3.2.2,Singapore,Singapore,Safari on macOS,Returning User,Free,9.0,Referral,English,False,True
REV-009951,2025-07-02,4,"Since yesterday, Need an option to add team access and permissions. Hope the next update resolves it.",Android,3.0.0,India,Chennai,OnePlus Nord,Small Business,Premium,40.0,Business Sales,English,False,True
REV-009952,2026-06-28,2,"For the last few days, charges bahut high hain for this transfer. Please fix this.",iOS,3.4.0,India,Delhi,iPhone 15,Returning User,Free,19.0,Organic,Hinglish,True,True
REV-009953,2026-04-16,3,battery drain is much worse now,iOS,3.3.1,United Kingdom,London,iPhone 14,Student,Free,11.0,Social,English,True,True
REV-009954,2025-12-29,4,"After the latest update, small order fee makes no sense. Please fix this.",iOS,3.2.1,India,Ahmedabad,iPhone SE,New User,Free,2.0,Paid Search,English,False,True
REV-009955,2026-03-06,2,"Honestly, delivery status not updating. Please fix this.",Android,3.3.0,United Kingdom,Manchester,OnePlus Nord,Power User,Free,27.0,Organic,English,True,True
REV-009956,2025-12-26,3,I noticed that checkout failed during bill payment. Hope the next update resolves it.,Web,3.2.1,India,Kolkata,Edge on Windows,Returning User,Premium,7.0,Referral,English,True,True
REV-009957,2026-03-18,1,there is lag during payment.,Android,3.3.0,Australia,Melbourne,Samsung Galaxy A54,Power User,Free,48.0,Organic,English,True,True
REV-009958,2025-08-23,3,Wish there was team access and permissions,Android,3.0.1,United States,New York,OnePlus Nord,Student,Free,15.0,Social,English,False,True
REV-009959,2025-12-17,1,"  Since  yesterday,  the transfer is still payment pending. Hope the next update resolves it.  ",iOS,3.2.1,United States,New York,iPhone 15 Pro,Returning User,Free,5.0,Referral,English,False,True
REV-009960,2025-11-18,1,card issue controls are not working,Android,3.2.0,United States,San Francisco,Samsung Galaxy S23,Student,Free,11.0,Campus Campaign,English,True,
REV-009961,2025-12-21,4,I noticed that the latest version feels smooth and easy to use. Hope the next update resolves it.,iOS,3.2.1,United States,New York,iPhone 15 Pro,Returning User,Premium,6.0,Paid Search,English,True,True
REV-009962,2025-12-18,5,"Since yesterday, Please add multi-currency wallet support. This should be clearer.",iOS,3.2.1,India,Ahmedabad,iPhone 13,New User,Free,2.0,Referral,English,False,True
REV-009963,2025-08-26,2,"selfie verification is not working. The rest of the app is useful. Also, onboarding was simple. This should be clearer.",Android,3.0.1,United States,New York,Samsung Galaxy S23,New User,Premium,3.0,Referral,English,True,True
REV-009964,2026-06-20,2,search results are irrelevant,iOS,3.4.0,Australia,Melbourne,iPhone 15,Returning User,Free,20.0,Referral,English,True,True
REV-009965,2025-07-07,1,"For the last few days, the session expiry happens too quickly. Kindly check asap.",Android,3.0.0,India,Pune,Nothing Phone 2,Student,Free,16.0,Referral,English,False,True
REV-009966,2025-07-05,4,"After the latest update, delivery status not updating. Kindly check asap.",Android,3.0.0,India,Hyderabad,OnePlus Nord,Student,Free,7.0,Campus Campaign,English,False,True
REV-009967,2025-11-30,1,the payment notification arrived late,Android,3.2.0,Australia,Melbourne,Samsung Galaxy S23,New User,Free,3.0,Paid Search,English,False,True
REV-009968,2026-02-19,1,the transfer fee is too high,iOS,3.2.2,United Arab Emirates,Dubai,iPhone 15 Pro,New User,Free,3.0,Referral,English,True,True
REV-009969,2025-09-10,2,"For the last few days, the app is slow when the dashboard loads. Please fix this.",iOS,3.1.0,India,Bhopal,iPhone 14,Power User,Business,23.0,Referral,English,False,True
REV-009970,2026-01-16,1,"Honestly, the QR payment failed at checkout. Hope the next update resolves it.",Android,3.2.2,India,Ahmedabad,Samsung Galaxy A54,Returning User,Premium,20.0,Organic,English,True,True
REV-009971,2026-03-13,3,a cancellation fee appeared without warning. Please fix this.,iOS,3.3.0,India,Bhopal,iPhone 13,Returning User,Free,18.0,Paid Search,English,True,True
REV-009972,2025-08-07,2,device verification keeps repeating,iOS,3.0.1,India,Mumbai,iPhone SE,New User,Free,0.0,Social,English,False,True
REV-009973,2026-06-24,3,loyalty points are not showing,iOS,3.4.0,India,Jaipur,iPhone 15 Pro,Returning User,Premium,6.0,Referral,English,True,True
REV-009974,2025-11-19,1,"For the last few days, I cannot contact support. Need a reliable solution.",Android,3.2.0,United Arab Emirates,Abu Dhabi,Google Pixel 8,New User,Free,0.0,Social,English,False,True
REV-009975,2026-02-26,1,"After the latest update, my account blocked without an explanation. Need a reliable solution.",iOS,3.2.2,India,Hyderabad,iPhone 15 Pro,Power User,Premium,12.0,Organic,English,False,True
REV-009976,2025-08-14,3,"Since yesterday, points missing after a bill payment. Kindly check asap.",iOS,3.0.1,United States,New York,iPhone 15,New User,Free,0.0,Social,English,False,True
REV-009977,2026-03-11,5,Can you add team access and permissions,Android,3.3.0,India,Ahmedabad,Xiaomi Redmi Note 13,Student,Free,1.0,Referral,English,False,True
REV-009978,2026-04-26,2,I noticed that the app freeze happens after login.,iOS,3.3.1,India,Mumbai,iPhone 13,Student,Free,13.0,Referral,English,True,True
REV-009979,2025-08-12,5,payments are fast and reliable now,iOS,3.0.1,Australia,Melbourne,iPhone 13,Small Business,Premium,34.0,Organic,English,False,False
REV-009980,2025-08-20,5,"On my account, great app and the interface is clean. Need a reliable solution.",Android,3.0.1,Australia,Melbourne,OnePlus Nord,Small Business,Business,31.0,Organic,English,False,True
REV-009981,2025-10-24,3,international conversion fee is excessive,Android,3.1.1,India,Ahmedabad,Samsung Galaxy S23,Student,Free,3.0,Campus Campaign,English,False,True
REV-009982,2025-07-06,3,"Since yesterday, loyalty points are not showing. I tried twice on Wi-Fi and mobile data. Also, payments are fast and reliable now. Kindly check asap.",Android,3.0.0,United States,San Francisco,Xiaomi Redmi Note 13,Returning User,Premium,11.0,Social,English,False,True
REV-009983,2026-06-24,5,there is an unexpected charge on my statement,iOS,3.4.0,Australia,Sydney,iPhone 15,New User,Free,1.0,Referral,English,False,True
REV-009984,2026-02-11,3,"After the latest update, login failed after the update. This should be clearer.",iOS,3.2.2,India,Mumbai,iPhone 13,Returning User,Premium,10.0,Organic,English,False,True
REV-009985,2026-02-14,1,payment failed but money deducted,Android,3.2.2,United Kingdom,Manchester,Nothing Phone 2,Returning User,Free,14.0,Social,English,False,
REV-009986,2026-06-12,4,"Honestly, It would be better if you added CSV export for transactions. Please fix this.",Android,3.4.0,United States,San Francisco,OnePlus Nord,Returning User,Free,20.0,Paid Search,English,True,True
REV-009987,2026-04-23,2,"On my account, device verification keeps repeating. The rest of the app is useful. Also, the refund arrived much faster than expected. This should be clearer.",Web,3.3.1,India,Delhi,Firefox on Linux,Returning User,Free,14.0,Social,English,True,True
REV-009988,2026-04-16,1,"Since yesterday, international conversion fee is excessive. Kindly check asap.",Android,3.3.1,United States,San Francisco,Samsung Galaxy S23,Returning User,Free,19.0,Referral,English,True,True
REV-009989,2025-11-20,4,support fixed the issue but the slow response was frustrating. This should be clearer.,Android,3.2.0,India,Ahmedabad,Xiaomi Redmi Note 13,Small Business,Free,8.0,Business Sales,English,False,False
REV-009990,2025-11-18,2,I noticed that the transfer is still payment pending. Hope the next update resolves it.,Android,3.2.0,India,Mumbai,Google Pixel 8,New User,Free,3.0,Paid Search,English,False,True
REV-009991,2025-10-29,1,"After the latest update, filters and sorting reset every time. Need a reliable solution.",Android,3.1.1,United Arab Emirates,Abu Dhabi,Xiaomi Redmi Note 13,Power User,Business,44.0,Organic,English,False,True
REV-009992,2025-11-22,1,"After the latest update, the replacement card delivery arrived late. Need a reliable solution.",iOS,3.2.0,India,Hyderabad,iPhone 15 Pro,Returning User,Premium,9.0,Organic,English,False,True
REV-009993,2025-11-29,3,"For the last few days, the app is slow when the dashboard loads. This happened while paying a bill. Also, payments are fast and reliable now. Hope the next update resolves it.",iOS,3.2.0,India,Kolkata,iPhone SE,Returning User,Free,15.0,Referral,English,True,True
REV-009994,2025-08-25,2,"Since yesterday, the app freeze happens after login. Also, the latest version feels smooth and easy to use. Kindly check asap.",iOS,3.0.1,India,Jaipur,iPhone 15,New User,Free,2.0,Paid Search,English,False,True
REV-009995,2025-11-25,3,small order fee makes no sense,iOS,3.2.0,India,Ahmedabad,iPhone SE,Returning User,Free,15.0,Referral,English,False,True
REV-009996,2025-12-18,2,I noticed that OTP not received so I cannot log in. Hope the next update resolves it.,Android,3.2.1,India,Ahmedabad,Motorola Edge,New User,Free,0.0,Social,English,False,True
REV-009997,2025-11-07,2,transaction status not updating. Kindly check asap.,Android,3.2.0,India,Delhi,Xiaomi Redmi Note 13,New User,Premium,1.0,Referral,English,True,True
REV-009998,2025-09-04,5,"Honestly, the transfer is still payment pending. This should be clearer.",Android,3.1.0,India,Mumbai,Samsung Galaxy A54,Returning User,Free,17.0,Paid Search,English,False,True
REV-009999,2025-11-30,5,"After the latest update, approval is delayed and I cannot log in.",iOS,3.2.0,India,Ahmedabad,iPhone SE,New User,Free,3.0,Referral,English,False,True
REV-010000,2025-12-27,1,"After the latest update, card declined at a regular merchant. Need a reliable solution.",Android,3.2.1,India,Mumbai,Motorola Edge,Small Business,Business,42.0,Business Sales,English,False,True
REV-004421,2025-11-05,3,"support ka reply late mila. This happened while paying a bill. Also, payments are fast and reliable now. Kindly check asap.",Android,3.2.0,India,Chennai,Samsung Galaxy S23,Small Business,Business,6.0,Organic,Hinglish,True,True
REV-008317,2026-05-23,5,"On my account, there is an unexpected charge on my statement. Kindly check asap.",Web,3.4.0,United States,New York,Chrome on macOS,Student,Free,7.0,Campus Campaign,English,False,True
REV-008075,2026-06-24,5,"For the last few days, approval is delayed and I cannot log in. The rest of the app is useful. Also, excellent service and reliable transfers. Need a reliable solution.",iOS,3.4.0,United States,San Francisco,iPhone 13,New User,Free,1.0,Social,English,False,True
REV-009317,2026-05-11,5,I cannot contact support,Android,3.4.0,India,Kolkata,OnePlus 12,Small Business,Business,42.0,Business Sales,English,False,True
REV-001063,2025-10-12,3,the refund arrived much faster than expected. Please fix this.,Android,3.1.1,India,Jaipur,OnePlus 12,Student,Free,3.0,Social,English,False,True
REV-006517,2026-03-15,1,the session expiry happens too quickly. Please fix this.,Android,3.3.0,United Arab Emirates,Abu Dhabi,Xiaomi Redmi Note 13,Returning User,Free,11.0,Social,English,False,True
REV-000702,2025-11-13,2,KYC status not updating. Kindly check asap.,Android,3.2.0,Australia,Melbourne,Google Pixel 8,Returning User,Free,17.0,Referral,English,True,False
REV-008726,2026-05-26,2,transaction status not updating,iOS,3.4.0,United Arab Emirates,Abu Dhabi,iPhone 15,Returning User,Premium,21.0,Paid Search,English,False,True
REV-009265,2025-08-29,4,"For the last few days, payments are fast and reliable now. This happened while paying a bill. Also, there are too many promotional alerts.",Web,3.0.1,India,Hyderabad,Chrome on Windows,Power User,Premium,28.0,Organic,English,False,True
REV-009041,2025-08-14,1,"AFTER THE LATEST UPDATE, TRANSACTION ALERTS ARE MISSING. KINDLY CHECK ASAP.",Android,3.0.1,India,Jaipur,OnePlus Nord,Returning User,Premium,20.0,Referral,Informal English,True,True
REV-005510,2026-02-08,5,"For the last few days, great app and the interface is clean. This should be clearer.",Android,3.2.2,India,Jaipur,Nothing Phone 2,New User,Free,2.0,Paid Search,English,False,True
REV-009149,2025-11-28,1,"After the latest update, the refund delayed again. This should be clearer.",Android,3.2.0,Singapore,Singapore,Google Pixel 8,Returning User,Free,24.0,Paid Search,English,True,True
REV-000360,2026-02-11,3,"Honestly, the refund delayed again. Also, onboarding was simple. This should be clearer.",Android,3.2.2,Australia,Melbourne,Samsung Galaxy A54,Student,Free,8.0,Referral,English,False,True
REV-003653,2025-11-07,4,"Since yesterday, Feature request: please add personalized recommendations for spending.",iOS,3.2.0,United Kingdom,London,iPhone 15 Pro,Student,Free,18.0,Social,English,False,True
REV-007285,2026-05-30,4,"On my account, Please add card freeze controls.",Android,3.4.0,United Kingdom,Manchester,Samsung Galaxy S23,New User,Free,2.0,Organic,English,False,True
REV-000022,2025-11-25,5,"After the latest update, Can you add dark mode. I tried twice on Wi-Fi and mobile data. Also, payments are fast and reliable now. This should be clearer.",Android,3.2.0,India,Hyderabad,Motorola Edge,Returning User,Free,13.0,Social,English,False,False
REV-000530,2025-11-08,5,app baar baar crash ho rahi hai after update,iOS,3.2.0,United States,San Francisco,iPhone 15,New User,Premium,2.0,Paid Search,Hinglish,False,False
REV-007746,2026-02-05,1,"On my account, document upload has a UI bug. Hope the next update resolves it.",iOS,3.2.2,United Kingdom,London,iPhone 13,Returning User,Free,14.0,Organic,English,True,True
REV-002462,2026-03-05,5,support fixed my issue quickly,Android,3.3.0,United States,San Francisco,OnePlus 12,New User,Free,3.0,Paid Search,English,False,True
REV-008921,2025-12-09,2,"On my account, the app crashes on startup. This should be clearer.",Android,3.2.1,India,Jaipur,OnePlus 12,Power User,Premium,19.0,Organic,English,True,True
REV-005782,2026-06-28,5,"On my account, great app and the interface is clean. Need a reliable solution.",iOS,3.4.0,India,Pune,iPhone 15,Returning User,Free,7.0,Social,English,False,True
REV-002086,2025-10-16,5,the latest version feels smooth and easy to use,Android,3.1.1,India,Bhopal,Motorola Edge,Returning User,Free,9.0,Social,English,False,True
REV-004443,2026-05-08,4,"Since yesterday, Add support for PDF statements. This happened while paying a bill. Also, the refund arrived much faster than expected. Please fix this!",iOS,3.4.0,United Kingdom,Manchester,iPhone 15,Small Business,Free,19.0,Partnership,English,False,True
REV-001181,2026-03-20,4,"Honestly, OTP nahi aa raha, cannot log in.",Android,3.3.0,India,Bhopal,Nothing Phone 2,New User,Free,0.0,Paid Search,Hinglish,False,True
REV-000411,2026-03-03,4,"After the latest update, refund not received after ten days. This happened while paying a bill. Also, excellent service and reliable transfers. Need a reliable solution.",iOS,3.3.0,United Kingdom,Manchester,iPhone SE,New User,Free,1.0,Social,English,True,True
REV-001327,2025-11-30,3,I was charged twice for one payment. pls fix this.,Web,3.2.0,India,Delhi,Chrome on macOS,Returning User,Premium,7.0,Referral,English,True,True
REV-004250,2026-04-09,5,"After the latest update, filters and sorting reset every time. Need a reliable solution.",iOS,3.3.1,Singapore,Singapore,iPhone 14,Student,Free,18.0,Social,English,False,True
REV-004436,2026-01-30,5,"For the last few days, I cannot contact support.",Android,3.2.2,India,Bengaluru,Nothing Phone 2,Power User,Free,35.0,Partnership,English,False,True
REV-009252,2025-11-21,1,"Honestly, device verification keeps repeating. This should be clearer.",iOS,3.2.0,United States,San Francisco,iPhone 14,New User,Free,2.0,Paid Search,English,False,True
REV-004552,2026-03-06,4,Feature request: please add PDF statements,Android,3.3.0,United States,New York,Samsung Galaxy A54,Student,Free,10.0,Organic,English,False,True
REV-001924,2025-11-26,2,"For the last few days, device verification keeps repeating. I tried twice on Wi-Fi and mobile data. Also, payments are fast and reliable now. Kindly check asap.",iOS,3.2.0,India,Delhi,iPhone SE,New User,Free,0.0,Organic,English,False,True
REV-008293,2025-12-21,3,selfie verification is not working,Android,3.2.1,India,Mumbai,Motorola Edge,New User,Free,3.0,Referral,English,False,True
REV-007282,2025-08-04,3,"On my account, payment pending hai aur money deducted. Kindly check asap.",iOS,3.0.1,India,Pune,iPhone 13,Power User,Free,43.0,Organic,Hinglish,False,
REV-007459,2025-08-15,3,"On my account, transaction status not updating. This should be clearer.",Android,3.0.1,United Arab Emirates,Dubai,Google Pixel 8,Returning User,Free,24.0,Organic,English,False,True
